Time [d]	Temp [C]
164.5347498	19.23218912
164.9290573	18.3649475
167.562307	19.5546324
167.6982964	18.55829973
169.218562	19.27863157
170.0904997	20.19918723
170.1223261	19.81720785
170.2810652	18.67487975
173.682668	21.08656971
175.18108	18.85313029
175.2852699	18.12610062
175.7503679	18.56923594
175.810234	17.84796292
176.5631995	19.11409261
177.3693077	18.33651335
179.3072343	17.72944421
180.7864623	18.1135896
181.9127045	18.47688826
184.6241928	18.90096771
184.9609172	17.71285762
186.8129694	18.27054611
187.6176559	19.21228522
187.8831135	18.70473561
189.434877	17.9392822
191.1237723	18.52958124
191.2717032	19.44465175
191.8164512	20.85645743
193.1803141	19.10535051
193.4919353	19.93759303
193.6344573	18.25327883
193.8580749	16.99460484
194.5256094	18.85401491
194.8256731	16.69833533
198.395524	17.23408067
198.9702382	19.43122818
199.1835562	18.25797361
199.8179226	18.59439874
201.4216206	18.77917622
201.4859189	18.97741912
203.4905683	19.81310545
204.2778578	20.46010703
205.1237738	19.16635313
205.2630184	19.44575266
205.3451132	20.06815318
208.0736791	18.62312959
208.2355065	17.16218288
209.0600969	17.42418328
209.1984162	18.26838074
210.3552831	19.03751921
210.7467236	19.82406844
211.1691692	19.57055553
211.6710938	19.27199694
214.1442656	20.57238547
214.2404285	22.26156364
214.5941195	18.71468756
216.0848637	19.43122818
216.1652309	21.48724789
217.4146207	20.21853825
217.439293	19.15438294
219.0917893	19.76817288
221.6410911	18.00534623
221.9973269	20.86430943
223.4020234	19.03872316
223.506429	19.99925504
224.3204589	20.60555865
224.965511	20.38401952
225.2396443	21.1960412
225.628059	20.83644396
225.8293565	19.42685903
229.4836475	20.91075187
230.9083056	20.64536646
231.3056081	22.01357571
232.0906471	21.57800663
232.3576946	21.13190639
232.5425853	22.36468483
234.4577696	22.66040001
235.1656839	20.08982632
237.2692479	21.74406208
237.6726515	22.12744193
238.4861987	22.61585317
239.5079381	22.37241308
239.6649282	22.80825759
239.7468515	21.92319723
240.2950743	23.0338352
243.7141162	22.135316
245.2042043	22.65439052
246.505093	21.82633156
246.5288912	20.40651959
246.9962924	23.03298822
247.5704658	22.30734262
248.5471365	20.12869423
248.7810614	21.46142661
250.2391065	19.42432275
251.2590978	21.64454255
251.8915641	21.22171435
251.9289075	20.92402115
251.9497896	20.68863582
254.1399718	21.60075395
254.7680332	22.01572024
255.8280827	22.38257939
257.1780579	21.36456093
259.3601112	20.46338789
261.0771984	21.61212761
261.647206	20.85634786
261.7182914	19.68429213
262.9946492	21.99558246
263.9348238	21.20369654
264.1361349	19.08766946
264.8733696	19.40070886
265.1442358	20.58167396
265.3809644	18.47435532
266.1988666	20.20070473
267.0515492	19.93877779
267.4769318	20.88558602
269.8734039	21.41684186
270.8203106	20.68915505
271.3701019	19.7248108
275.3895551	20.4463274
276.2428491	19.97679936
278.6892766	19.33967022
278.9057316	19.61036334
280.8875638	20.70859063
281.2373538	19.0326397
281.5989876	20.16382034
282.0701281	20.45428896
284.8635169	19.42127623
285.6086965	18.59526413
286.171369	19.761214
286.7845414	20.39988495
289.6897328	20.64536646
291.1540669	20.23932677
291.2740138	19.93221374
292.4322747	17.46074148
292.549578	16.08179886
292.9892353	19.42432275
293.5583599	20.4463274
294.1875962	16.78094653
294.6287958	17.18429833
295.5171098	16.95816785
296.0974846	17.88415184
298.4397619	17.5972254
299.4490198	16.52312533
301.8905965	17.35016422
303.03736	17.87785812
305.2886837	16.27446867
305.392184	17.61997273
307.9710956	16.04358336
308.2054862	16.86636966
309.0855701	15.80871727
310.2386986	16.58496961
312.0999643	15.59605974
315.8366722	16.46554617
316.5884774	16.00775633
316.610112	16.20679539
316.9872139	17.11112504
319.4226205	15.86179435
319.5008515	16.84372039
320.7531534	14.99265711
320.8959423	16.30631492
321.994984	16.58496961
322.0663785	15.60304357
324.0416248	16.14230673
326.117833	15.18506154
326.2424968	15.89496753
327.0173768	15.41606748
330.0682601	14.88047146
330.578183	15.25140789
331.6919241	15.63042909
333.9344431	14.99265711
334.2545162	14.65981957
334.6737723	15.23946555
336.6430661	13.42616591
337.6923558	14.36784754
340.5627153	15.04963692
340.6461998	15.43210414
340.974278	14.20894081
341.3070615	13.99303872
342.4705866	14.66009602
342.997932	13.16149775
346.2171724	15.24742711
346.6262121	12.78332353
347.4828012	15.09217664
347.6516383	13.69571859
347.8249114	13.96457709
349.4033427	11.69145211
349.4386704	14.27611649
349.7306446	12.174264
350.4763199	13.13495921
351.1974759	14.85332977
351.3441281	13.39323608
352.3596188	12.43500517
353.1088999	15.23150399
353.1305346	12.97241064
354.035946	11.96129221
357.7399836	13.18140165
358.2287471	11.69657026
358.5417288	11.95399411
359.1789189	12.67842457
360.128272	13.44015243
361.8904168	12.44495713
362.4446252	11.80803213
362.8163242	11.5189017
363.3714008	10.09214955
363.6071287	11.03177979
365.2859799	11.72841651
367.0886191	12.28139894
367.4550112	12.01844485
368.4662779	11.48956963
369.6134569	10.98202003
370.8598603	11.16386935
371.7042685	10.6889903
372.1465035	11.31196555
374.1215835	12.13548349
374.3397521	11.70536988
376.4658213	11.88764776
377.4714804	10.47173851
377.4998388	12.49670728
377.6154942	10.85679128
378.9283004	12.8851847
381.7488069	11.91673808
382.4416969	11.4433065
383.0598367	12.27895008
384.1997702	12.59726528
384.4305088	10.87254854
386.0255815	13.0022665
386.6694819	11.80604174
386.6785488	12.78332353
387.7883776	11.51100461
388.2340659	13.49986415
389.9046238	12.07175889
389.9278811	11.25072276
390.3591618	13.24355059
390.7179796	11.68860869
390.8213934	10.67350948
394.1588721	12.30822595
395.7107614	11.25072276
396.081265	12.08668682
396.6667891	11.71303621
400.7928177	10.96808729
402.0619699	12.10943414
402.6923426	12.47049421
402.6923426	11.72841651
403.0247956	11.50947354
403.3622451	11.21944519
406.1102288	11.88764776
407.0279326	12.28572588
409.6148347	11.50390044
411.4425122	11.05930647
411.5439226	12.23366951
412.8601618	11.86332076
412.9505973	12.43657654
413.9976652	13.04207431
416.7926474	12.73446849
418.4649357	12.45333772
418.5010676	12.07891944
420.142876	12.98634337
420.9128543	13.18737283
422.1808629	12.69647012
423.4093522	12.22933148
423.5841501	13.46289976
424.9688182	11.61554965
425.5490736	11.31327789
426.8834412	12.50835475
427.4121287	13.0022665
427.6511919	13.2351422
429.3853997	12.77380427
430.2858111	12.31592491
432.9984794	11.04998975
434.3930993	12.08668682
434.707343	11.29053057
434.9193629	13.24111337
436.2860565	12.89194199
438.3907534	12.59560238
439.4821698	10.61282684
441.0411762	11.29495366
441.2085645	12.10659072
442.8883172	11.58245453
444.9871598	11.11501431
446.6744682	12.33639037
447.1159573	10.40918561
447.1578809	10.85508185
448.6141157	11.40995401
449.8061866	12.54447666
451.7405866	11.85580151
451.980472	12.88284306
453.2107641	12.73024645
454.2077623	11.25072276
454.2749556	11.5830717
455.9871228	12.08753379
456.4798199	13.05585394
456.6092119	13.67899931
457.2679879	12.3653415
457.3623938	14.12774192
458.5831143	13.44015243
458.9559738	12.59976529
461.171317	13.86211524
461.5778759	14.6526984
463.4796509	15.43372767
463.5284587	15.8827598
463.5611559	14.95450796
464.0710132	13.49986415
465.231804	14.14176513
467.0360462	13.73871103
467.2616369	14.5139764
468.4422156	12.31226442
468.9167181	13.24869581
470.056464	14.97872438
470.1158975	13.98040132
471.3629823	14.21640477
472.6350075	15.23150399
473.220536	13.60734525
473.3693285	13.00973046
474.2238083	14.3159243
474.5216457	13.77851884
475.7738522	11.25234757
475.832071	11.76041886
477.2739704	13.17778276
478.3837246	14.89579144
479.5614445	13.44015243
479.9714217	14.75381024
481.4497916	13.89521037
481.7779176	16.62477742
482.676036	14.26199114
485.1347879	14.60682755
485.8282388	16.66458523
486.27646	16.91139367
486.6191489	15.90925751
487.3986076	15.48527879
488.6246283	15.70307346
492.313376	16.65960925
493.605939	14.95599202
493.8808107	16.2692844
495.4623338	14.15226997
495.6004814	13.88952139
497.4508308	15.2339412
497.8312833	17.81105022
498.3262847	16.46554617
498.4540566	15.61670311
499.5257667	17.04064201
500.4690588	17.36901043
501.7875714	17.61997273
501.9929304	16.76808554
502.8237743	17.96607954
502.9137986	18.24805154
502.9799045	19.94872974
505.1451598	20.20401898
506.7398796	19.42432275
507.1310589	18.80923112
507.1395325	17.24843314
507.67803	18.22277674
509.5623316	17.62460154
509.9593664	18.43708045
512.0720954	19.03713084
512.3255457	18.6649278
513.0449943	17.98175549
514.2432283	18.22277674
518.8114426	18.52062448
519.1598165	18.29058126
519.2498428	18.72420682
522.3621058	19.87480095
523.7827867	17.21379067
524.2366994	19.68002701
524.5734792	19.50089186
525.5161666	19.20475401
527.6109884	20.40651959
527.7750514	21.09652167
529.6169936	20.9067134
530.333828	21.60752975
531.6609044	19.42813202
531.8229903	20.64619579
532.2061946	19.13835642
534.4259128	17.85158181
536.9237795	16.84935357
538.457381	19.0587408
538.4883	17.23622541
538.6586948	17.62395351
539.8976326	19.66723164
540.5009311	21.00363677
540.6087583	18.45593678
541.5610304	20.92402115
542.2548546	21.40768606
542.5963401	20.00180683
544.3794885	21.04344458
544.7002226	20.30700005
546.0451786	19.57055553
546.2151653	21.60264956
548.8122993	21.26611953
550.6529328	20.66527037
551.624071	22.00126929
551.9139463	21.12306021
553.39125	21.6042155
555.0253306	20.90570955
555.2892338	19.77878101
555.8521793	18.84406295
556.1185743	19.16451584
556.4803062	20.52594302
559.1259731	19.99556246
560.7250305	20.24728834
561.9476107	18.65253863
562.0939233	19.03774327
562.3658047	19.61036334
564.4477227	20.37139505
565.1459898	21.058507
566.8059984	20.06483586
568.621998	20.560064
568.8153193	20.9339731
569.318786	19.8127903
569.3325791	21.35488217
569.3443793	19.420641
569.8267406	22.04527452
569.9543853	21.58085005
571.8485015	21.79979302
572.8004275	20.72498208
573.2428567	21.63487494
574.7507939	21.46142661
574.7595776	20.26400762
576.2213032	21.22457013
576.6846253	21.99558246
580.1100806	21.6042155
580.524955	20.81206167
581.1309782	19.83522368
582.7284622	20.56575083
585.1857851	21.26400138
587.1928067	19.61121031
588.9029039	19.90494115
589.0054523	20.45508512
589.0372553	20.15772076
589.7853235	20.78288436
590.8859387	22.41681411
591.9432565	20.90696065
592.0415129	21.93306265
592.6188766	21.15291607
593.4927735	22.14612098
594.1796987	22.67556489
594.7879079	23.19875328
596.1815677	22.38364093
597.5762141	23.45947257
601.7951602	22.65038035
602.225602	22.09550819
602.6756168	23.15152786
605.2726552	23.41200941
605.3038543	22.3224869
606.8402536	21.29887804
607.9040189	20.57017392
608.4355409	20.20250455
608.4369673	19.8179884
609.8738325	22.08640926
610.8897971	21.60075395
611.3777673	21.05090855
611.8121819	21.86312363
612.0424929	20.40651959
613.0679767	20.00844146
615.3266374	21.12306021
616.4040445	21.20267583
616.7017377	20.79504383
617.210709	21.60075395
617.6667887	21.34863781
620.3611216	19.56017088
620.5557397	20.06815318
620.9016979	21.01630289
622.2903002	19.80243603
624.5624825	21.62246731
624.6550701	20.45851346
626.5145365	22.18672495
626.5147367	21.29399964
627.8638407	17.61997273
627.9816367	18.51268409
629.6154531	18.00946485
630.3503005	19.22721315
631.4812092	18.84589086
632.2893087	19.85916217
634.3526082	19.17645819
635.2116132	19.70490689
637.534637	18.95353444
638.8286614	20.00180683
639.354507	19.60674445
640.0157228	20.7098172
640.3926826	18.17848113
640.7235889	18.79430319
640.7776756	19.29190084
642.4551694	20.45803558
645.6797852	19.44260184
645.7079372	19.76267149
646.9979554	18.22562015
647.4114697	19.14262155
648.3720667	18.9279437
649.5593589	17.6414077
650.9871755	17.4590107
651.5301119	17.9225121
651.9522972	18.71639361
655.5572074	18.33651335
656.6748389	18.05785866
657.1793859	17.33649285
659.5025947	18.78956416
660.835188	17.00295163
661.5576421	17.75001158
661.7196932	18.51849192
662.7833509	18.17433337
662.9121174	16.44564226
663.7610622	16.71766231
667.0609279	17.94755785
667.7258338	16.48545007
668.383639	17.62099344
668.43056	15.06015732
668.8183852	17.19601952
670.8356646	16.30062809
672.2043824	15.56245521
673.4417164	14.99265711
675.0611	14.51190123
675.9549451	15.17179227
676.6388895	14.90906071
677.1556699	16.38593054
678.7595209	14.75381024
680.6873676	13.9422737
680.9143351	14.91304149
681.2370648	15.16973324
683.0604954	14.99265711
683.3442188	14.79361805
684.4311726	14.49284792
684.7074417	16.22845416
686.3562685	13.56289319
687.3858862	14.75381024
688.0038535	14.14521003
690.1875773	13.13875043
691.1233993	12.83989253
693.6348441	13.43386699
693.7548702	13.9122916
695.336554	13.21955081
698.0673401	12.59091911
698.280449	12.14355512
698.4639759	12.96245869
701.034588	13.54035831
702.081977	14.23382069
702.5732465	12.60816916
702.7073815	12.85895837
703.8149149	13.17476702
707.5401365	12.26944086
708.0257149	12.51572657
708.6759572	12.80133183
709.5673061	13.04207431
710.6001549	11.24733486
713.7852502	11.98555346
714.1283522	12.56857086
715.5158447	10.66432306
717.8927129	10.10800438
717.9223435	10.4113708
718.4190237	11.74900675
719.1880821	12.30409871
719.5255986	11.36366585
723.2288857	11.99822501
724.5167392	12.62348913
724.6579285	11.59837765
725.4674649	11.83559139
727.2844869	11.34526631
730.4029458	11.35687692
732.2015089	11.51610817
733.6616532	11.24348497
735.0989827	11.05892148
736.552506	12.00074659
736.918097	12.64609134
737.8813337	11.33033838
738.2742365	10.79995783
739.5399926	10.53020136
740.5762938	12.36202418
742.4801456	11.03177979
743.1975517	12.71565025
743.2265421	12.98236259
743.4183696	11.46966573
745.7240029	12.17490954
746.3805253	10.79577633
747.1647751	11.52274281
748.2573265	11.74168578
748.4941542	11.29849213
749.4356955	11.97897156
752.4477238	11.50947354
752.5301759	11.72178187
754.8768176	12.00707119
755.0684754	11.16759468
758.3786349	11.71300703
760.8677369	11.37099317
761.8870643	12.58989839
762.1074369	10.40338504
762.5607056	11.96482617
764.138231	10.95397361
765.0935792	9.642487142
765.7476265	11.58624575
767.0947871	9.371794018
767.542037	11.16702428
769.31364	12.08668682
769.6656442	10.40886125
771.3256653	10.93226026
771.3898482	11.79586863
771.5326371	9.558890736
771.6545124	10.68014412
773.2475172	11.5046966
774.5909749	9.740367527
776.7678692	9.379755581
776.9225571	9.9835074
777.562747	11.10596708
777.7582459	10.22295742
783.198778	12.00707119
783.6169583	9.708999361
783.622076	10.00189482
784.1397802	11.47651789
784.7864545	10.56830312
785.3560647	9.379755581
789.1102381	9.363832456
791.1584174	9.853026238
793.1204425	9.331101588
793.6829442	10.13610401
794.1438285	9.608952076
794.8137168	9.067927718
796.7896843	9.220524331
797.0725578	9.979360753
799.8032444	10.42031328
800.1517137	10.65360557
800.740177	11.15120323
801.766007	9.379755581
803.5182431	9.768279829
805.2591554	10.15304351
807.1143597	10.79850601
807.1438458	11.06977816
807.4671204	12.40514931
808.5120375	11.49585508
808.8142398	11.68860869
808.9585559	11.28116403
809.8195313	12.19726407
810.969054	11.84783994
811.9947391	12.59493075
815.789982	11.95399411
815.8883201	11.70808911
816.3431087	12.12649463
816.4166666	12.80322744
817.4659486	12.62409228
817.8439497	11.18543795
817.8718939	11.44252404
819.5753299	12.3653415
820.1616298	12.84303525
820.4135193	13.05344797
823.2921681	12.14639853
823.4641638	12.49969287
824.5811143	11.71404146
824.6571962	13.77962461
824.6931338	14.11025061
825.9900127	12.38524541
826.4302785	12.7484917
828.2217284	14.59276954
828.5942874	13.60684765
829.3826397	14.09982475
830.4777039	14.34188592
831.8854632	12.54447666
833.9939431	12.27743258
834.0395942	13.99117636
834.5854713	12.80322744
836.8339578	14.35573212
838.6505338	13.43669089
838.9908221	12.59768914
841.3508162	13.18140165
842.1951097	12.3454376
842.603874	11.04082702
843.2371801	13.73871103
844.5844149	11.38447701
846.582082	12.14639853
847.1625765	13.47199868
848.2051391	12.59482183
849.4210479	14.09324935
850.096095	14.56804045
850.1791433	13.69333012
851.200906	15.36798792
852.5292754	16.35180956
853.067979	15.68929383
853.6409448	14.33867163
854.3252705	14.78585067
855.3000599	15.85705532
855.5486114	13.92978853
856.165138	16.09021537
858.8985254	16.38593054
859.6654748	16.1620116
863.5050775	14.89370303
863.8313598	16.67629341
864.6156806	16.95143564
869.2121506	15.03246493
869.4389418	16.16698758
869.8834682	15.88061505
870.2437519	16.38593054
871.2977935	14.28407805
873.2123391	15.60399137
873.5383164	14.79036843
873.6151811	16.54927984
877.5137913	15.33645186
878.8702496	14.07951464
880.5543991	14.52389981
880.8415002	15.55991844
882.5157375	16.91643057
882.6896685	16.64373352
883.2505219	18.05785866
884.2433374	17.35923155
887.9457774	18.71346896
888.0382767	17.8588196
890.2025507	19.74383659
891.4960811	19.22759591
892.563711	17.29487559
892.6823248	18.12541131
894.3692642	17.53012081
895.7937688	17.92350729
896.8067262	16.52525789
899.1509304	19.31180475
899.609225	17.79247324
900.226174	16.91338406
900.8899981	17.55804946
902.3682778	18.18474606
904.0847193	19.63690188
906.1144055	18.71184415
906.5436553	18.00553982
906.9304768	17.52778621
906.9534779	19.8094024
910.2230682	17.71044503
910.2881153	20.42165313
910.933983	16.26311921
911.1705099	16.71952001
912.6548747	18.39709045
916.6577139	18.13747428
916.6624495	17.79866557
918.7270711	19.96863365
918.9766905	18.87460515
920.2637392	19.35718565
920.5284079	18.38856972
922.9028735	19.05589738
923.7863412	19.8094024
924.8663379	20.13630898
925.5593032	18.91372662
927.8628067	19.10009956
929.4146033	19.96863365
930.0245292	21.33408685
930.1265884	19.46915827
930.1756032	18.77605794
930.4444141	20.34780306
932.7413249	18.52042544
934.010808	19.89820444
934.2501948	19.66344042
934.4896579	19.10179823
935.2992364	20.02834537
937.0308763	20.22738443
937.6045824	20.53746634
941.5820483	19.40669546
941.6814672	19.74969068
941.828583	21.1031563
943.0965556	20.06815318
944.7146494	20.26434883
944.8491173	21.2853536
945.1992663	20.50888253
946.6790784	20.80322503
946.9525408	21.53905185
949.5472189	21.17992851
949.723078	19.98853756
950.9367836	21.32209927
951.3103424	21.48133052
952.2958021	20.51018576
953.4192513	21.78332082
955.4160278	21.23452208
956.3681701	22.12820747
956.4103578	22.51633364
957.3012739	20.88023255
957.6598808	21.55740767
961.2835696	20.64536646
961.4966712	20.14776881
962.83184	19.78949849
963.3020853	19.55065162
963.3810518	21.35872246
964.0544313	21.14628143
965.1325956	20.16767271
965.6302082	22.085811
966.1535362	20.38329836
970.4850325	19.55338353
970.6506374	21.16593016
971.7817043	19.86478718
971.9148516	20.1278649
972.2012161	20.52775247
972.4146127	21.56521126
973.0766339	20.98373286
976.4094565	19.68997896
976.5509233	21.26459909
976.6217748	21.98235988
977.0844585	20.98373286
980.0055731	21.80178341
980.2959105	20.70375125
981.9254092	21.56328778
984.8884696	21.3501989
985.8124787	20.83354884
987.2468243	21.06846664
987.6412555	21.88793889
988.7360321	21.65913875
989.2531343	22.13050407
989.3892663	20.35752535
991.4878673	21.30219536
992.922487	20.84440552
993.298612	20.43133485
994.2061448	21.18277193
995.3571098	21.93912036
995.3991171	22.32558787
996.4356707	21.04609844
997.0882318	18.70426696
997.3063945	20.65441369
997.3449042	21.54502302
998.7556777	19.88459494
999.6667381	20.15061222
1000.034528	20.72498208
1000.718724	19.64519518
1003.962702	21.15658257
1004.150886	20.90411724
1004.292233	20.56575083
1004.973725	17.00295163
1005.607415	19.55539065
1005.957022	19.99848951
1005.961691	20.33661318
1007.34705	19.1724774
1012.170502	19.30185279
1012.941778	19.55338353
1013.033004	19.04310201
1013.095384	17.36370993
1014.493616	16.91255473
1014.996455	17.91000107
1017.945482	17.55010595
1018.047563	19.29190084
1018.086722	18.66890858
1021.705465	18.36122164
1023.684288	18.90240872
1024.707258	17.8787235
1026.379715	18.15503655
1027.977641	16.69333532
1030.143513	17.50054929
1031.562686	17.77465451
1032.265875	17.36122195
1032.514571	18.01046841
1033.957707	18.1772821
1035.651053	17.53239554
1036.918629	16.9034321
1036.996241	17.15170714
1039.653143	18.32792735
1041.195876	17.7467078
1043.139112	17.36406536
1045.100649	16.22172332
1046.416579	15.21823472
1046.427937	16.71901632
1047.077698	15.97458315
1049.545494	14.09698134
1050.999345	14.36236675
1051.322783	13.24111337
1051.706611	15.5966974
1053.554401	14.67419462
1053.609633	13.89208819
1056.257654	14.39553993
1057.704502	14.12212311
1060.494114	12.56597288
1060.616826	13.69492243
1062.357386	13.2196784
1063.381594	12.74683304
1064.886358	12.98899723
1067.497453	12.48017173
1070.046085	12.79412851
1070.118777	13.11173798
1070.298201	13.28755582
1071.506072	12.33277147
1072.826574	11.96726338
1075.126341	13.46005634
1075.226787	11.57487209
1075.370812	12.75943884
1077.734089	12.32376445
1078.153032	11.80803213
1078.256879	12.76341963
1079.671787	12.01503275
1081.076959	13.20503754
1081.28388	12.51888592
1083.222038	11.46524264
1083.694601	12.92549429
1085.042363	10.98924007
1085.29375	11.75963832
1086.293491	12.10864975
1086.796087	12.66390009
1088.67917	11.3064537
1089.881193	11.54928135
